employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score,salary_per_year_experience,productivity_index,training_to_experience_ratio,avg_rating,loyalty_score,engagement_score
2012,51,Female,Bachelor's,Finance,Senior,0,0,8204,13,17,3,2,7,4,3,7,7,0,2,8204000000.0,17000000.0,13.0,3.5,0.0,0.7
2013,59,Male,High School,Operations,Senior,1,1,5774,10,19,5,3,5,4,1,10,8,1,1,5773.99,19.0,5.0,2.5,0.017,0.9
2014,25,Female,Bachelor's,Finance,Senior,0,0,7928,82,17,11,0,7,3,2,4,9,0,3,7928000000.0,17000000.0,82.0,2.5,0.0,0.65
2015,22,Male,Bachelor's,Operations,Junior,5,0,2529,86,7,0,0,2,4,2,4,5,3,1,505.8,1.4,14.333,3.0,0.227,0.45
2016,29,Female,Bachelor's,Engineering,Lead,1,1,10694,33,28,1,1,3,5,3,8,9,0,3,10693.99,28.0,16.5,4.0,0.034,0.85
2017,50,Female,Bachelor's,Support,Senior,7,1,5702,59,1,0,2,0,3,4,6,9,7,2,814.57,0.143,7.375,3.5,0.14,0.75
2018,24,Male,Bachelor's,Operations,Junior,1,1,2797,103,27,0,10,2,3,3,9,7,1,3,2797.0,27.0,51.5,3.0,0.042,0.8
2019,53,Male,High School,Operations,Mid,11,4,4310,12,20,3,2,6,4,2,2,2,8,1,391.82,1.818,1.0,3.0,0.208,0.2
2020,31,Female,Bachelor's,HR,Lead,3,2,7867,38,29,1,0,6,5,2,5,8,1,3,2622.33,9.667,9.5,3.5,0.097,0.65
2021,31,Male,Bachelor's,Support,Lead,0,0,7867,43,14,2,1,4,4,3,6,5,0,3,7867000000.0,14000000.0,43.0,3.5,0.0,0.55
2022,40,Male,High School,Operations,Mid,2,1,4263,27,17,20,1,7,3,4,8,8,2,2,2131.5,8.5,9.0,3.5,0.05,0.8
2023,55,Male,Bachelor's,HR,Senior,1,0,6325,39,13,0,3,2,3,3,4,2,0,1,6324.99,13.0,19.5,3.0,0.018,0.3
2024,54,Male,Bachelor's,Sales,Junior,1,1,2836,15,29,3,2,4,3,3,7,7,0,1,2836.0,29.0,7.5,3.0,0.019,0.7
2025,44,Female,Bachelor's,Support,Junior,3,0,2228,49,2,0,1,6,5,3,7,5,3,3,742.67,0.667,12.25,4.0,0.068,0.6
2026,49,Female,Master's,Marketing,Senior,5,4,6568,114,27,1,3,6,4,4,4,4,3,3,1313.6,5.4,19.0,4.0,0.102,0.4
2027,53,Male,Bachelor's,Support,Senior,12,11,5294,27,14,3,1,4,4,1,1,10,10,1,441.17,1.167,2.077,2.5,0.226,0.55
2028,28,Male,Bachelor's,Support,Senior,3,3,5202,67,1,14,0,5,3,4,3,6,2,1,1734.0,0.333,16.75,3.5,0.107,0.45
2029,50,Male,Bachelor's,Operations,Mid,16,11,3750,91,29,2,0,2,5,3,2,5,11,2,234.37,1.812,5.353,4.0,0.32,0.35
2030,29,Male,Master's,Sales,Junior,14,3,2367,59,5,0,1,5,4,1,3,6,3,1,169.07,0.357,3.933,2.5,0.483,0.45
2031,22,Male,Master's,Support,Mid,10,1,3420,11,7,2,0,6,5,4,5,9,8,2,342.0,0.7,1.0,4.5,0.455,0.7
2032,24,Male,Master's,Product,Junior,3,1,3070,15,19,0,1,5,4,4,1,1,2,2,1023.33,6.333,3.75,4.0,0.125,0.1
2033,45,Male,Master's,Product,Junior,0,0,3157,52,14,1,5,7,5,4,5,1,0,2,3157000000.0,14000000.0,52.0,4.5,0.0,0.3
2034,44,Female,Bachelor's,HR,Mid,1,0,4053,53,24,4,5,1,5,3,2,6,1,2,4053.0,24.0,26.5,4.0,0.023,0.4
2035,29,Male,Bachelor's,Operations,Mid,5,4,3185,48,14,0,3,1,3,4,4,2,1,1,637.0,2.8,8.0,3.5,0.172,0.3
2036,58,Female,High School,Operations,Mid,2,2,4822,35,15,3,7,5,5,3,6,8,1,1,2411.0,7.5,11.667,4.0,0.034,0.7
2037,24,Female,Master's,Support,Senior,0,0,6236,61,5,4,1,5,1,4,9,7,0,1,6236000000.0,5000000.0,61.0,2.5,0.0,0.8
2038,54,Female,Master's,Engineering,Junior,3,0,3394,83,5,2,8,7,4,4,10,6,2,3,1131.33,1.667,20.75,4.0,0.056,0.8
2039,49,Female,Master's,Sales,Junior,0,0,3274,25,29,0,2,4,5,2,6,4,0,2,3274000000.0,29000000.0,25.0,3.5,0.0,0.5
2040,29,Female,Bachelor's,Finance,Senior,6,2,6766,55,21,21,2,5,3,4,10,9,1,2,1127.67,3.5,7.857,3.5,0.207,0.95
2041,55,Female,Master's,Finance,Junior,0,0,3566,119,24,2,2,0,4,4,2,7,0,3,3566000000.0,24000000.0,119.0,4.0,0.0,0.45
2042,56,Female,Bachelor's,Engineering,Senior,4,0,7340,89,2,7,0,2,4,3,8,7,0,2,1835.0,0.5,17.8,3.5,0.071,0.75
2043,53,Female,High School,HR,Junior,7,0,2559,21,18,1,14,0,4,5,5,5,2,1,365.57,2.571,2.625,4.5,0.132,0.5
2044,45,Female,Bachelor's,Finance,Mid,0,0,4363,119,28,3,0,1,5,4,9,1,0,3,4363000000.0,28000000.0,119.0,4.5,0.0,0.5
2045,35,Female,Bachelor's,Support,Junior,3,3,2253,72,24,2,1,0,4,3,10,2,1,3,751.0,8.0,18.0,3.5,0.086,0.6
2046,53,Male,Bachelor's,Finance,Junior,7,4,3115,68,9,2,1,3,5,5,9,8,3,3,445.0,1.286,8.5,5.0,0.132,0.85
2047,37,Male,Master's,Product,Senior,1,1,7691,80,27,0,0,3,3,3,4,5,0,2,7690.99,27.0,40.0,3.0,0.027,0.45
2048,25,Male,Bachelor's,Product,Manager,0,0,12834,48,28,2,0,1,3,4,1,2,0,2,12834000000.0,28000000.0,48.0,3.5,0.0,0.15
2049,58,Female,Bachelor's,Marketing,Junior,2,1,2650,97,10,11,0,0,3,4,9,5,2,3,1325.0,5.0,32.333,3.5,0.034,0.7
2050,42,Female,Bachelor's,Sales,Mid,4,2,4343,1,26,5,1,2,4,4,9,8,1,3,1085.75,6.5,0.2,4.0,0.095,0.85
2051,35,Female,Bachelor's,HR,Senior,4,0,5895,52,18,0,8,7,3,3,8,4,0,1,1473.75,4.5,10.4,3.0,0.114,0.6
2052,52,Female,Master's,Operations,Mid,0,0,4504,118,4,4,1,1,4,5,5,3,0,3,4504000000.0,4000000.0,118.0,4.5,0.0,0.4
2053,39,Male,Master's,Sales,Lead,3,0,8139,6,8,11,0,3,3,3,5,5,3,1,2713.0,2.667,1.5,3.0,0.077,0.5
2054,28,Male,Master's,HR,Junior,1,1,2728,99,18,6,4,1,4,3,10,7,0,2,2728.0,18.0,49.5,3.5,0.036,0.85
2055,31,Female,Master's,Finance,Manager,9,9,12906,76,20,0,22,0,1,3,6,2,8,1,1434.0,2.222,7.6,2.0,0.29,0.4
2056,28,Female,Master's,Marketing,Mid,1,1,3644,19,26,10,1,0,4,5,1,1,1,1,3644.0,26.0,9.5,4.5,0.036,0.1
2057,54,Non-binary,Bachelor's,Sales,Mid,9,6,5102,93,29,1,1,0,4,5,9,5,9,3,566.89,3.222,9.3,4.5,0.167,0.7
2058,44,Male,Master's,Finance,Lead,2,1,11457,29,29,3,14,4,5,3,5,7,0,3,5728.5,14.5,9.667,4.0,0.045,0.6
2059,42,Female,Bachelor's,HR,Senior,6,3,6407,74,17,3,0,0,4,5,7,8,6,3,1067.83,2.833,10.571,4.5,0.143,0.75
2060,40,Female,Bachelor's,Sales,Mid,3,3,4857,94,16,9,2,5,4,3,8,8,0,3,1619.0,5.333,23.5,3.5,0.075,0.8
2061,40,Female,High School,Operations,Senior,4,1,6898,66,18,13,1,3,5,5,5,10,4,3,1724.5,4.5,13.2,5.0,0.1,0.75
2062,57,Female,Master's,Sales,Senior,2,0,6685,58,7,13,10,6,4,4,3,9,0,3,3342.5,3.5,19.333,4.0,0.035,0.6
2063,50,Female,Master's,Finance,Junior,7,7,3054,65,1,0,15,3,3,1,6,1,6,1,436.29,0.143,8.125,2.0,0.14,0.35
2064,39,Male,Bachelor's,Support,Senior,2,2,4885,111,28,12,6,4,5,1,7,7,2,2,2442.5,14.0,37.0,3.0,0.051,0.7
2065,23,Female,Master's,Support,Junior,3,1,2281,2,1,0,1,3,4,2,4,10,1,1,760.33,0.333,0.5,3.0,0.13,0.7
2066,22,Female,Master's,Sales,Lead,3,0,9142,55,18,1,2,3,3,3,9,8,3,2,3047.33,6.0,13.75,3.0,0.136,0.85
2067,26,Female,Bachelor's,Operations,Manager,8,6,10077,78,4,3,1,1,4,4,4,6,4,2,1259.62,0.5,8.667,4.0,0.308,0.5
2068,41,Female,Bachelor's,Marketing,Mid,5,1,4841,16,23,3,8,6,5,3,10,10,2,3,968.2,4.6,2.667,4.0,0.122,1.0
2069,32,Male,Master's,Marketing,Mid,2,2,4036,111,20,4,9,6,5,5,2,4,2,3,2018.0,10.0,37.0,5.0,0.062,0.3
2070,23,Male,Bachelor's,Support,Junior,5,0,2130,51,21,3,2,0,5,4,9,7,3,3,426.0,4.2,8.5,4.5,0.217,0.8
2071,24,Non-binary,Bachelor's,Finance,Junior,5,0,3568,6,20,13,4,5,3,4,4,3,2,1,713.6,4.0,1.0,3.5,0.208,0.35
2072,44,Female,High School,HR,Manager,13,6,9439,111,4,1,0,5,3,3,4,2,3,1,726.08,0.308,7.929,3.0,0.295,0.3
2073,33,Female,Bachelor's,Finance,Junior,9,2,3060,4,25,1,2,1,2,5,10,6,1,2,340.0,2.778,0.4,3.5,0.273,0.8
2074,41,Male,Master's,Marketing,Mid,5,2,4345,97,6,12,3,5,3,4,1,2,3,1,869.0,1.2,16.167,3.5,0.122,0.15
2075,26,Female,Master's,Engineering,Lead,2,2,9446,96,28,0,1,1,5,5,2,6,1,3,4723.0,14.0,32.0,5.0,0.077,0.4
2076,58,Female,Master's,Engineering,Lead,7,4,11962,53,3,4,1,6,3,5,3,10,5,2,1708.86,0.429,6.625,4.0,0.121,0.65
2077,59,Female,Master's,Sales,Mid,4,2,4341,60,6,5,0,6,4,2,7,3,4,1,1085.25,1.5,12.0,3.0,0.068,0.5
2078,51,Male,Master's,Operations,Senior,21,20,5545,108,13,3,6,7,4,2,9,2,5,1,264.05,0.619,4.909,3.0,0.412,0.55
2079,30,Female,Master's,Support,Senior,1,1,5371,15,23,5,8,6,4,4,5,8,1,1,5370.99,23.0,7.5,4.0,0.033,0.65
2080,55,Female,High School,Product,Manager,0,0,9581,100,7,0,13,5,3,5,4,4,0,2,9581000000.0,7000000.0,100.0,4.0,0.0,0.4
2081,56,Male,Bachelor's,Product,Senior,0,0,7303,66,24,9,5,3,3,4,2,4,0,3,7303000000.0,24000000.0,66.0,3.5,0.0,0.3
2082,43,Female,High School,Product,Senior,5,2,7056,58,29,0,3,6,3,3,7,7,4,3,1411.2,5.8,9.667,3.0,0.116,0.7
2083,45,Female,Master's,Sales,Junior,14,5,2919,46,4,2,1,7,3,4,6,8,0,2,208.5,0.286,3.067,3.5,0.311,0.7
2084,38,Female,Bachelor's,Engineering,Junior,0,0,3031,47,1,0,29,2,5,3,7,9,0,2,3031000000.0,1000000.0,47.0,4.0,0.0,0.8
2085,31,Male,Bachelor's,Marketing,Senior,6,2,7145,106,6,3,3,0,5,3,8,10,0,3,1190.83,1.0,15.143,4.0,0.194,0.9
2086,51,Male,Bachelor's,Sales,Manager,5,5,12015,114,24,5,4,2,4,3,9,8,5,3,2403.0,4.8,19.0,3.5,0.098,0.85
2087,44,Male,Master's,Product,Lead,6,4,10668,63,5,14,4,3,5,3,10,4,5,2,1778.0,0.833,9.0,4.0,0.136,0.7
2088,53,Male,Master's,Product,Manager,2,0,11721,49,13,6,7,4,3,3,5,2,2,2,5860.5,6.5,16.333,3.0,0.038,0.35
2089,38,Male,Bachelor's,Support,Mid,8,2,3802,84,19,3,0,1,4,5,5,10,7,3,475.25,2.375,9.333,4.5,0.211,0.75
2090,38,Female,Master's,Finance,Senior,0,0,6356,40,4,13,0,7,3,4,4,5,0,2,6356000000.0,4000000.0,40.0,3.5,0.0,0.45
2091,35,Male,Bachelor's,Product,Lead,7,3,9763,71,24,3,4,5,4,5,3,7,3,3,1394.71,3.429,8.875,4.5,0.2,0.5
2092,30,Female,Bachelor's,Operations,Senior,1,0,5712,21,6,4,9,5,4,4,7,2,1,2,5711.99,6.0,10.5,4.0,0.033,0.45
2093,23,Non-binary,Master's,Product,Mid,3,0,5569,114,13,4,4,3,2,3,5,4,3,2,1856.33,4.333,28.5,2.5,0.13,0.45
2094,46,Female,Bachelor's,Finance,Mid,8,5,6286,53,29,2,2,5,3,4,7,6,2,2,785.75,3.625,5.889,3.5,0.174,0.65
2095,30,Female,PhD,Product,Lead,1,0,10390,4,5,9,1,3,3,5,2,8,0,2,10389.99,5.0,2.0,4.0,0.033,0.5
2096,43,Female,Bachelor's,Operations,Mid,1,0,3337,16,13,1,5,7,4,5,9,10,0,3,3337.0,13.0,8.0,4.5,0.023,0.95
2097,25,Female,High School,Marketing,Manager,5,4,9699,100,25,4,5,2,2,4,9,6,4,2,1939.8,5.0,16.667,3.0,0.2,0.75
2098,47,Male,Master's,Sales,Junior,3,2,2783,77,10,6,3,4,4,3,9,6,0,3,927.67,3.333,19.25,3.5,0.064,0.75
2099,50,Male,High School,Operations,Senior,3,1,6304,102,3,11,1,1,4,1,5,6,3,2,2101.33,1.0,25.5,2.5,0.06,0.55
2100,55,Female,PhD,Finance,Senior,1,1,6951,40,23,10,10,5,4,2,10,4,1,2,6950.99,23.0,20.0,3.0,0.018,0.7
2101,44,Female,PhD,Sales,Senior,0,0,7043,91,25,3,3,4,4,5,9,3,0,3,7043000000.0,25000000.0,91.0,4.5,0.0,0.6
2102,58,Male,Bachelor's,Sales,Mid,2,1,4013,94,27,5,6,4,3,3,1,1,2,1,2006.5,13.5,31.333,3.0,0.034,0.1
2103,32,Female,Bachelor's,Finance,Manager,0,0,10413,80,13,2,0,4,4,5,2,2,0,3,10413000000.0,13000000.0,80.0,4.5,0.0,0.2
2104,27,Female,Bachelor's,Support,Senior,11,5,5988,34,27,3,1,0,5,3,10,2,10,2,544.36,2.455,2.833,4.0,0.407,0.6
2105,39,Male,Bachelor's,Engineering,Mid,0,0,4866,39,12,11,8,4,4,4,5,10,0,3,4866000000.0,12000000.0,39.0,4.0,0.0,0.75
2106,42,Non-binary,High School,Product,Senior,2,0,8232,21,4,13,0,6,4,1,5,7,1,1,4116.0,2.0,7.0,2.5,0.048,0.6
2107,57,Female,Bachelor's,Operations,Mid,0,0,3596,108,10,11,2,3,4,3,6,6,0,2,3596000000.0,10000000.0,108.0,3.5,0.0,0.6
2108,59,Male,Bachelor's,Finance,Mid,0,0,5882,47,26,0,2,0,3,3,8,8,0,3,5882000000.0,26000000.0,47.0,3.0,0.0,0.8
2109,55,Female,Bachelor's,Marketing,Mid,5,2,4036,52,3,9,5,6,4,4,1,9,0,2,807.2,0.6,8.667,4.0,0.091,0.5
2110,38,Male,PhD,HR,Lead,5,0,7739,92,17,14,1,0,5,3,10,5,2,3,1547.8,3.4,15.333,4.0,0.132,0.75
2111,58,Female,Master's,Finance,Mid,0,0,5165,9,9,2,0,4,1,4,9,3,0,1,5165000000.0,9000000.0,9.0,2.5,0.0,0.6
2112,46,Male,Master's,Product,Senior,0,0,7370,17,29,3,10,5,5,3,4,4,0,1,7370000000.0,29000000.0,17.0,4.0,0.0,0.4
2113,59,Male,Bachelor's,Product,Mid,0,0,5283,98,1,7,3,5,3,4,8,8,0,1,5283000000.0,1000000.0,98.0,3.5,0.0,0.8
2114,33,Non-binary,Master's,Sales,Mid,7,4,4847,107,18,4,0,5,4,2,5,3,7,2,692.43,2.571,13.375,3.0,0.212,0.4
2115,44,Female,Bachelor's,Sales,Manager,4,0,11554,79,9,25,0,5,5,4,1,2,0,3,2888.5,2.25,15.8,4.5,0.091,0.15
2116,43,Male,Master's,Finance,Senior,0,0,8093,113,21,3,26,3,5,3,9,7,0,3,8093000000.0,21000000.0,113.0,4.0,0.0,0.8
2117,42,Male,PhD,HR,Manager,3,3,9418,48,20,6,0,7,5,4,8,4,0,3,3139.33,6.667,12.0,4.5,0.071,0.6
2118,48,Female,Bachelor's,Support,Junior,6,6,2217,70,25,7,3,5,5,3,5,8,3,3,369.5,4.167,10.0,4.0,0.125,0.65
2119,52,Male,Master's,Finance,Junior,10,6,3704,29,9,3,2,1,3,4,4,1,6,1,370.4,0.9,2.636,3.5,0.192,0.25
2120,27,Male,Master's,HR,Lead,13,13,8668,18,2,9,8,4,4,5,8,8,11,2,666.77,0.154,1.286,4.5,0.481,0.8
2121,48,Male,Master's,Support,Senior,1,0,5106,54,19,3,5,0,3,1,9,5,0,1,5105.99,19.0,27.0,2.0,0.021,0.7
2122,55,Male,Master's,HR,Junior,0,0,2524,59,28,2,3,1,3,1,7,2,0,1,2524000000.0,28000000.0,59.0,2.0,0.0,0.45
2123,33,Female,Bachelor's,Product,Mid,1,0,5033,86,16,0,0,5,3,4,4,1,1,1,5032.99,16.0,43.0,3.5,0.03,0.25
2124,28,Female,Bachelor's,Product,Lead,7,0,9761,71,3,2,8,1,4,4,7,6,2,3,1394.43,0.429,8.875,4.0,0.25,0.65
2125,31,Male,High School,Product,Mid,17,7,4567,80,16,6,2,0,4,3,6,9,1,3,268.65,0.941,4.444,3.5,0.548,0.75
2126,38,Female,Master's,Marketing,Senior,3,0,6292,20,21,12,10,5,5,3,3,9,0,1,2097.33,7.0,5.0,4.0,0.079,0.6
2127,47,Male,High School,Product,Mid,1,1,6151,25,13,1,2,1,4,1,10,9,0,2,6150.99,13.0,12.5,2.5,0.021,0.95
2128,42,Non-binary,Master's,Operations,Mid,2,2,4407,27,3,2,4,3,1,3,3,4,1,1,2203.5,1.5,9.0,2.0,0.048,0.35
2129,49,Non-binary,Bachelor's,Sales,Manager,1,1,7915,38,10,0,0,3,4,3,1,6,0,2,7914.99,10.0,19.0,3.5,0.02,0.35
2130,23,Male,Bachelor's,Sales,Junior,1,0,3084,32,22,5,5,4,3,4,5,10,1,3,3084.0,22.0,16.0,3.5,0.043,0.75
2131,22,Female,Bachelor's,HR,Mid,4,2,4620,39,18,16,1,7,4,3,8,6,0,3,1155.0,4.5,7.8,3.5,0.182,0.7
2132,57,Female,Master's,Sales,Lead,0,0,8395,82,6,5,1,4,5,4,6,5,0,3,8395000000.0,6000000.0,82.0,4.5,0.0,0.55
2133,47,Male,Bachelor's,Engineering,Junior,1,1,3483,28,6,4,0,6,4,5,8,2,1,2,3483.0,6.0,14.0,4.5,0.021,0.5
2134,50,Male,Bachelor's,Support,Mid,5,2,3427,19,18,4,0,1,5,3,7,7,3,2,685.4,3.6,3.167,4.0,0.1,0.7
2135,42,Male,Bachelor's,HR,Senior,0,0,5956,19,6,0,0,0,4,4,2,1,0,1,5956000000.0,6000000.0,19.0,4.0,0.0,0.15
2136,32,Female,Bachelor's,Sales,Mid,0,0,5270,73,6,6,1,3,4,5,8,6,0,3,5270000000.0,6000000.0,73.0,4.5,0.0,0.7
2137,32,Non-binary,Bachelor's,Engineering,Mid,1,0,5269,11,22,4,8,2,4,3,4,5,0,2,5268.99,22.0,5.5,3.5,0.031,0.45
2138,57,Female,Master's,Support,Mid,10,3,3048,119,28,5,1,7,1,3,5,5,9,2,304.8,2.8,10.818,2.0,0.175,0.5
2139,56,Female,Bachelor's,Marketing,Senior,7,6,6520,96,13,11,5,4,1,5,8,8,1,3,931.43,1.857,12.0,3.0,0.125,0.8
2140,55,Female,High School,Sales,Senior,0,0,6820,119,14,7,0,6,2,5,5,9,0,2,6820000000.0,14000000.0,119.0,3.5,0.0,0.7
2141,45,Female,Master's,Engineering,Senior,3,3,9098,24,21,7,3,3,3,3,5,7,0,2,3032.67,7.0,6.0,3.0,0.067,0.6
2142,43,Female,PhD,Finance,Junior,1,0,3004,24,7,13,2,6,3,2,6,10,1,1,3004.0,7.0,12.0,2.5,0.023,0.8
2143,26,Male,Bachelor's,Operations,Senior,5,4,5986,116,13,22,15,5,5,3,7,8,1,3,1197.2,2.6,19.333,4.0,0.192,0.75
2144,54,Female,Bachelor's,Finance,Manager,6,5,12701,3,15,4,7,1,4,3,9,2,3,2,2116.83,2.5,0.429,3.5,0.111,0.55
2145,57,Female,Master's,Engineering,Mid,9,4,5482,3,12,0,2,6,4,3,7,2,4,1,609.11,1.333,0.3,3.5,0.158,0.45
2146,41,Male,PhD,HR,Senior,3,1,5781,8,21,3,5,7,3,4,6,8,1,3,1927.0,7.0,2.0,3.5,0.073,0.7
2147,40,Female,Master's,Product,Senior,25,15,8714,14,27,7,0,3,3,5,10,6,15,2,348.56,1.08,0.538,4.0,0.625,0.8
2148,56,Male,Bachelor's,Product,Lead,19,6,10087,119,1,0,3,3,3,3,4,8,3,3,530.89,0.053,5.95,3.0,0.339,0.6
2149,38,Female,Bachelor's,Product,Manager,10,9,11982,25,28,0,0,1,4,4,10,9,2,3,1198.2,2.8,2.273,4.0,0.263,0.95
2150,55,Female,Master's,Support,Junior,4,3,2290,78,25,0,1,4,4,2,2,9,0,3,572.5,6.25,15.6,3.0,0.073,0.55
2151,30,Male,Bachelor's,HR,Mid,2,2,3720,89,3,6,1,4,4,1,9,6,1,1,1860.0,1.5,29.667,2.5,0.067,0.75
2152,47,Male,Bachelor's,Support,Mid,2,2,3552,91,18,3,5,2,4,4,10,8,0,3,1776.0,9.0,30.333,4.0,0.043,0.9
2153,23,Male,Master's,Sales,Mid,0,0,4584,70,26,2,2,7,4,2,5,2,0,2,4584000000.0,26000000.0,70.0,3.0,0.0,0.35
2154,30,Female,Master's,Product,Junior,1,0,3064,31,22,0,5,2,2,3,5,8,1,2,3064.0,22.0,15.5,2.5,0.033,0.65
2155,30,Male,Bachelor's,Finance,Lead,6,2,10708,75,8,6,2,4,4,5,3,3,1,3,1784.67,1.333,10.714,4.5,0.2,0.3
2156,38,Female,Master's,HR,Junior,4,4,2554,98,2,1,0,4,4,3,3,1,1,2,638.5,0.5,19.6,3.5,0.105,0.2
2157,22,Male,Bachelor's,HR,Mid,12,12,4522,51,4,1,5,7,4,4,1,7,12,1,376.83,0.333,3.923,4.0,0.545,0.4
2158,46,Non-binary,Bachelor's,Product,Senior,0,0,7819,31,18,5,7,6,3,3,5,1,0,1,7819000000.0,18000000.0,31.0,3.0,0.0,0.3
2159,46,Non-binary,Master's,Finance,Junior,0,0,3316,8,28,4,9,7,3,1,3,1,0,1,3316000000.0,28000000.0,8.0,2.0,0.0,0.2
2160,56,Male,Bachelor's,Marketing,Lead,7,6,8642,77,28,2,3,4,3,4,2,1,0,2,1234.57,4.0,9.625,3.5,0.125,0.15
2161,24,Female,Bachelor's,HR,Lead,2,2,7927,12,25,5,5,4,5,4,9,4,2,3,3963.5,12.5,4.0,4.5,0.083,0.65
2162,58,Male,PhD,Product,Mid,0,0,5201,55,26,1,5,3,4,3,10,4,0,3,5201000000.0,26000000.0,55.0,3.5,0.0,0.7
2163,51,Female,Bachelor's,Operations,Mid,28,14,3768,43,13,7,0,2,5,4,6,10,15,3,134.57,0.464,1.483,4.5,0.549,0.8
2164,59,Male,Bachelor's,Engineering,Junior,7,3,3414,96,15,1,0,1,4,5,3,6,2,3,487.71,2.143,12.0,4.5,0.119,0.45
2165,55,Male,PhD,Support,Senior,2,2,5602,95,2,0,0,7,3,4,7,10,2,1,2801.0,1.0,31.667,3.5,0.036,0.85
2166,33,Male,Master's,Sales,Junior,8,6,2611,82,10,7,1,0,4,3,9,3,5,2,326.37,1.25,9.111,3.5,0.242,0.6
2167,40,Male,Master's,HR,Senior,5,5,6941,29,2,6,2,1,1,4,9,10,0,1,1388.2,0.4,4.833,2.5,0.125,0.95
2168,58,Male,Master's,Operations,Lead,7,1,6926,15,29,1,24,7,5,4,1,6,1,2,989.43,4.143,1.875,4.5,0.121,0.35
2169,38,Female,Bachelor's,Operations,Junior,8,1,2394,11,21,0,2,5,5,4,2,7,8,2,299.25,2.625,1.222,4.5,0.211,0.45
2170,31,Non-binary,Master's,HR,Lead,0,0,8730,73,12,9,5,7,4,3,8,1,0,2,8730000000.0,12000000.0,73.0,3.5,0.0,0.45
2171,33,Male,Bachelor's,Marketing,Junior,4,2,2707,65,5,7,4,0,4,2,1,6,0,1,676.75,1.25,13.0,3.0,0.121,0.35
2172,37,Female,Master's,Engineering,Lead,0,0,10242,17,12,1,0,3,4,4,3,10,0,3,10242000000.0,12000000.0,17.0,4.0,0.0,0.65
2173,45,Male,Bachelor's,Sales,Junior,0,0,2819,12,23,5,0,5,5,3,7,1,0,2,2819000000.0,23000000.0,12.0,4.0,0.0,0.4
2174,40,Female,Bachelor's,HR,Senior,11,3,6362,92,1,0,3,2,3,4,8,7,9,2,578.36,0.091,7.667,3.5,0.275,0.75
2175,29,Female,Bachelor's,Support,Mid,3,3,3181,23,28,3,4,0,4,5,5,10,1,3,1060.33,9.333,5.75,4.5,0.103,0.75
2176,52,Female,Bachelor's,Sales,Lead,6,5,8404,101,2,0,25,4,4,5,2,5,0,2,1400.67,0.333,14.429,4.5,0.115,0.35
2177,42,Non-binary,Master's,Finance,Mid,9,7,5808,11,27,2,1,5,5,3,3,10,3,3,645.33,3.0,1.1,4.0,0.214,0.65
2178,38,Male,Bachelor's,Operations,Junior,14,9,2335,59,16,0,9,3,5,3,9,4,6,2,166.79,1.143,3.933,4.0,0.368,0.65
2179,44,Female,Bachelor's,Operations,Senior,10,9,6051,59,27,3,1,7,5,4,10,1,3,3,605.1,2.7,5.364,4.5,0.227,0.55
2180,58,Female,Bachelor's,HR,Mid,3,2,3940,92,22,2,4,7,4,4,7,9,0,3,1313.33,7.333,23.0,4.0,0.052,0.8
2181,37,Male,Bachelor's,HR,Senior,2,1,6195,85,2,2,3,0,3,5,1,7,1,3,3097.5,1.0,28.333,4.0,0.054,0.4
2182,27,Non-binary,Master's,Support,Lead,0,0,6709,99,16,0,0,4,4,4,3,2,0,2,6709000000.0,16000000.0,99.0,4.0,0.0,0.25
2183,29,Male,Master's,Finance,Mid,2,1,5243,0,20,2,0,5,4,3,9,4,1,2,2621.5,10.0,0.0,3.5,0.069,0.65
2184,46,Female,Master's,Marketing,Mid,2,2,4461,42,26,7,0,3,4,4,7,4,0,3,2230.5,13.0,14.0,4.0,0.043,0.55
2185,39,Male,Master's,HR,Junior,4,3,2693,54,16,2,1,7,1,4,2,8,0,2,673.25,4.0,10.8,2.5,0.103,0.5
2186,46,Male,Master's,Operations,Senior,5,5,5593,39,6,6,5,5,4,4,6,2,0,1,1118.6,1.2,6.5,4.0,0.109,0.4
2187,33,Female,Bachelor's,Sales,Mid,19,18,4427,63,13,2,0,0,3,4,9,5,13,2,233.0,0.684,3.15,3.5,0.576,0.7
2188,36,Female,Master's,Engineering,Mid,6,5,5294,33,12,2,3,4,5,3,4,10,3,1,882.33,2.0,4.714,4.0,0.167,0.7
2189,47,Male,Master's,Product,Junior,5,4,3267,33,23,4,1,2,3,1,10,8,4,2,653.4,4.6,5.5,2.0,0.106,0.9
2190,47,Male,Bachelor's,Sales,Mid,2,0,4219,47,10,15,6,6,4,3,2,6,1,1,2109.5,5.0,15.667,3.5,0.043,0.4
2191,53,Female,Master's,Marketing,Manager,0,0,10983,32,5,0,6,3,3,3,3,4,0,1,10983000000.0,5000000.0,32.0,3.0,0.0,0.35
2192,31,Male,Master's,Engineering,Mid,1,1,6059,67,8,0,5,0,3,2,7,5,0,1,6058.99,8.0,33.5,2.5,0.032,0.6
2193,37,Male,Bachelor's,Sales,Senior,7,7,6195,101,6,4,2,7,5,4,4,2,0,3,885.0,0.857,12.625,4.5,0.189,0.3
