employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score
1546,39,Male,PhD,Sales,Mid,1,0,5030,55,13,0,1,2,4,3,6,9,0,1
1547,35,Male,Bachelor's,Marketing,Manager,8,4,7977,97,11,5,8,1,5,4,7,9,4,3
1548,36,Female,Bachelor's,HR,Mid,3,1,4081,81,26,1,4,4,3,3,6,6,3,3
1549,52,Male,Master's,Sales,Lead,3,1,8217,11,13,11,4,7,3,5,7,4,2,1
1550,22,Female,High School,Operations,Mid,3,1,3874,34,19,0,1,5,5,4,9,8,1,3
1551,24,Male,Master's,Support,Senior,2,1,5841,70,28,5,0,5,2,4,4,5,2,1
1552,37,Male,PhD,Engineering,Mid,1,1,6023,104,6,7,8,5,3,2,10,3,1,1
1553,44,Female,Master's,Support,Senior,0,0,5550,103,24,2,6,4,3,3,1,8,0,2
1554,32,Female,Master's,Engineering,Junior,0,0,3316,88,13,15,0,4,4,4,9,6,0,3
1555,33,Male,Bachelor's,Marketing,Senior,7,1,6637,5,28,9,1,7,4,4,7,5,1,2
1556,31,Female,Master's,HR,Mid,1,1,4167,64,4,1,4,6,3,3,4,1,0,1
1557,53,Female,Bachelor's,Operations,Lead,0,0,7054,109,25,0,4,6,5,3,10,3,0,3
1558,37,Male,Master's,Sales,Mid,7,4,5091,79,22,1,7,6,5,3,8,7,1,3
1559,29,Male,Master's,Sales,Junior,0,0,2831,59,5,1,0,2,3,4,7,3,0,2
1560,59,Non-binary,PhD,Engineering,Senior,4,2,8445,111,19,11,2,5,3,3,2,1,1,2
1561,33,Female,Master's,Operations,Junior,2,0,2298,67,5,17,0,0,4,3,1,8,0,2
1562,45,Female,Bachelor's,Product,Senior,0,0,7453,28,21,0,1,2,4,3,9,7,0,3
1563,49,Female,PhD,Marketing,Manager,2,1,9885,37,14,3,0,5,3,3,7,5,1,2
1564,29,Male,Bachelor's,Engineering,Senior,0,0,6878,110,28,3,9,4,3,3,10,10,0,3
1565,49,Male,Master's,Engineering,Junior,9,9,2701,91,28,0,2,4,3,5,1,5,7,2
1566,57,Male,Master's,Marketing,Senior,3,1,6168,21,4,2,7,4,3,3,4,6,1,1
1567,47,Female,Bachelor's,HR,Senior,0,0,6576,7,12,1,0,5,4,5,5,7,0,1
1568,29,Female,Bachelor's,Sales,Lead,1,1,8139,62,6,3,1,6,4,3,5,3,1,1
1569,49,Female,Bachelor's,HR,Junior,2,1,2245,95,19,5,1,4,4,3,5,4,0,3
1570,49,Male,Master's,Operations,Mid,1,0,3827,96,10,6,1,1,4,3,3,1,1,1
1571,58,Male,Bachelor's,Product,Mid,1,1,4971,12,1,0,6,4,3,4,5,7,0,2
1572,57,Male,Bachelor's,Support,Junior,3,1,2170,26,23,8,1,7,4,4,4,10,0,2
1573,48,Female,Bachelor's,Finance,Mid,8,5,6082,17,23,5,0,7,1,3,5,2,7,1
1574,38,Female,Master's,Finance,Mid,2,2,5527,17,28,10,0,5,4,2,7,7,2,2
1575,30,Male,Bachelor's,Finance,Lead,6,0,10473,76,16,2,0,6,4,5,5,6,3,3
1576,54,Female,High School,Marketing,Manager,10,5,11238,85,4,11,5,2,4,5,8,4,1,3
1577,41,Male,Bachelor's,Engineering,Senior,1,0,7313,61,9,10,2,4,4,3,8,2,0,3
1578,34,Non-binary,High School,Product,Mid,8,2,4571,13,28,2,5,6,4,4,3,7,1,2
1579,49,Male,Bachelor's,HR,Mid,7,0,3705,10,18,2,4,6,5,3,5,7,5,2
1580,50,Female,Bachelor's,Support,Manager,2,1,9776,102,29,13,0,3,4,3,4,5,2,3
1581,34,Male,Bachelor's,Sales,Manager,22,13,9964,113,17,6,0,1,4,2,5,9,0,3
1582,56,Female,Master's,Finance,Manager,1,0,10060,116,15,13,5,7,5,3,8,3,0,3
1583,27,Male,Master's,HR,Senior,1,1,5980,85,19,7,5,5,4,4,4,9,0,3
1584,39,Male,Bachelor's,Finance,Mid,7,3,4880,99,7,4,1,4,4,1,5,5,6,1
1585,26,Male,PhD,Product,Lead,2,1,10161,16,25,0,0,3,1,4,7,2,0,1
1586,46,Male,High School,Finance,Mid,2,1,5125,50,18,1,0,5,3,5,3,9,1,3
1587,23,Male,Bachelor's,Sales,Mid,0,0,4203,95,6,17,1,2,4,3,6,1,0,3
1588,31,Female,Bachelor's,Support,Senior,7,3,6010,13,19,1,0,1,4,3,9,1,5,1
1589,51,Male,Bachelor's,Operations,Junior,7,5,2340,105,21,0,1,6,3,4,4,7,1,3
1590,26,Female,Bachelor's,Operations,Junior,4,0,2460,56,12,6,2,4,5,3,4,3,0,2
1591,54,Female,Bachelor's,Product,Mid,15,4,5566,92,25,6,0,2,3,3,6,8,0,2
1592,22,Female,Bachelor's,Operations,Mid,1,1,3899,5,3,1,0,5,4,3,6,7,1,2
1593,39,Male,Master's,Marketing,Lead,1,1,7839,113,1,1,9,3,3,3,3,7,1,2
1594,53,Male,Bachelor's,Engineering,Junior,5,4,3442,56,5,3,3,5,4,5,1,1,5,1
1595,32,Female,Bachelor's,Marketing,Junior,7,1,2399,3,1,0,10,7,5,4,3,1,7,1
1596,42,Non-binary,Bachelor's,HR,Junior,1,1,2403,10,8,7,1,5,3,3,8,2,1,1
1597,47,Male,Bachelor's,Marketing,Junior,0,0,2770,108,7,1,4,1,2,4,8,2,0,2
1598,46,Male,Bachelor's,HR,Junior,8,7,3013,103,15,9,0,4,4,5,6,5,5,3
1599,43,Male,Bachelor's,HR,Senior,18,3,6628,73,11,8,3,2,4,2,7,9,5,3
1600,48,Non-binary,Master's,Engineering,Mid,5,2,5672,118,18,5,0,1,4,3,2,7,0,3
1601,34,Male,Bachelor's,Sales,Senior,1,1,7239,91,14,1,0,3,5,5,9,2,1,3
1602,54,Male,Bachelor's,Support,Manager,28,20,7699,10,27,3,10,6,2,5,3,5,15,1
1603,55,Female,Master's,Product,Senior,11,8,7902,98,9,2,3,4,4,3,2,5,5,3
1604,56,Male,High School,Engineering,Junior,3,0,3240,78,5,2,10,6,4,2,5,8,2,1
1605,22,Male,Bachelor's,Product,Junior,8,5,3225,7,23,9,1,1,5,3,1,9,0,1
1606,42,Female,Master's,Operations,Lead,8,4,8008,83,4,3,1,3,5,1,5,8,6,2
1607,27,Female,Bachelor's,Operations,Mid,13,2,4324,113,12,8,2,3,4,4,10,2,6,3
1608,49,Male,High School,Marketing,Lead,9,7,8053,58,29,0,4,2,4,2,4,4,0,1
1609,38,Male,Bachelor's,HR,Lead,5,0,7963,20,1,0,3,7,3,2,6,2,5,1
1610,26,Male,High School,Finance,Manager,4,3,10087,64,24,18,10,5,3,3,5,6,4,2
1611,52,Male,Bachelor's,Finance,Manager,3,0,11132,92,13,4,0,3,4,5,9,4,0,3
1612,26,Female,Bachelor's,Product,Senior,4,0,8899,23,1,3,4,7,4,3,5,7,0,2
1613,59,Male,Bachelor's,HR,Mid,7,6,4299,29,3,3,1,3,4,3,8,2,7,1
1614,24,Male,Bachelor's,Product,Manager,17,7,11954,103,22,1,0,5,4,5,2,9,15,3
1615,44,Male,Master's,Engineering,Mid,3,2,6443,98,8,6,2,0,3,4,3,5,2,2
1616,58,Female,Bachelor's,Sales,Junior,4,2,2375,96,24,0,2,3,4,3,3,1,1,3
1617,58,Female,Bachelor's,Support,Senior,2,2,5000,83,18,4,0,4,2,3,3,3,1,1
1618,31,Female,Bachelor's,Engineering,Senior,5,4,9516,56,25,4,0,6,3,3,6,4,2,1
1619,31,Male,Master's,HR,Lead,4,2,7953,79,16,12,2,6,3,4,7,3,3,3
1620,40,Female,Bachelor's,HR,Senior,0,0,6098,72,20,3,2,1,5,3,7,6,0,3
1621,38,Female,Master's,Sales,Mid,3,2,4033,94,20,0,1,5,2,3,7,6,1,1
1622,42,Male,Bachelor's,Product,Manager,0,0,12515,16,16,4,0,5,5,3,3,10,0,3
1623,35,Male,Bachelor's,Marketing,Lead,0,0,8765,58,2,0,0,5,3,3,1,7,0,1
1624,30,Male,Bachelor's,Marketing,Senior,7,5,5844,30,17,1,14,4,4,4,6,9,7,2
1625,22,Male,Bachelor's,Sales,Mid,1,0,4519,63,10,0,11,5,5,2,3,10,0,3
1626,34,Male,Bachelor's,Marketing,Mid,2,2,4228,47,7,3,2,4,4,3,3,9,0,2
1627,25,Male,Bachelor's,Finance,Senior,0,0,7691,22,27,0,21,7,3,5,3,7,0,1
1628,22,Male,Bachelor's,Marketing,Junior,0,0,2331,69,10,3,4,7,3,4,9,1,0,3
1629,53,Female,Bachelor's,Marketing,Mid,7,0,4922,29,19,13,0,6,5,2,4,3,5,2
1630,55,Male,Master's,Marketing,Senior,3,3,7163,54,20,6,0,2,3,4,5,5,3,2
1631,49,Female,Master's,Finance,Mid,10,0,4818,6,27,0,9,0,4,2,3,10,6,1
1632,52,Female,Bachelor's,Product,Mid,2,1,5095,119,9,1,3,5,4,4,10,6,0,3
1633,29,Female,Bachelor's,Marketing,Junior,1,0,2589,111,22,5,7,6,3,4,1,6,1,3
1634,47,Female,Bachelor's,Operations,Mid,2,2,3842,103,17,11,9,0,3,4,4,5,0,2
1635,55,Male,Master's,Finance,Senior,6,6,7167,105,9,0,2,6,4,4,1,6,4,1
1636,24,Female,Bachelor's,Sales,Mid,4,2,4459,109,9,8,0,5,4,2,7,9,3,2
1637,33,Male,PhD,Engineering,Junior,11,9,3774,74,5,4,0,4,3,4,7,1,2,1
1638,22,Male,Bachelor's,Sales,Senior,4,2,7525,97,24,3,0,6,4,2,4,1,0,1
1639,26,Female,Bachelor's,Engineering,Manager,3,2,13622,11,7,15,0,1,5,3,5,9,3,2
1640,51,Male,Bachelor's,Support,Senior,7,2,5833,59,11,6,2,0,5,5,10,8,4,3
1641,51,Male,Master's,Sales,Junior,14,13,2442,115,8,9,0,0,3,4,7,9,13,2
1642,38,Female,Bachelor's,Operations,Mid,2,2,4149,51,25,2,0,4,3,5,6,7,2,3
1643,44,Female,Bachelor's,Engineering,Lead,1,1,11290,108,14,4,2,7,5,2,4,10,1,2
1644,36,Female,PhD,Engineering,Junior,4,0,2841,110,2,4,1,0,3,3,4,6,4,1
1645,58,Male,High School,HR,Senior,3,2,6647,26,10,1,2,2,1,2,2,9,2,1
1646,42,Female,Master's,Engineering,Mid,22,19,6674,11,21,4,2,4,5,4,10,2,11,2
1647,35,Male,Bachelor's,Engineering,Junior,3,1,3595,12,24,1,4,0,3,2,2,4,3,1
1648,23,Female,Master's,HR,Lead,0,0,9036,71,16,0,11,0,3,3,4,2,0,1
1649,32,Non-binary,Bachelor's,Marketing,Senior,18,17,6705,79,16,2,0,0,3,3,5,6,5,1
1650,59,Female,Bachelor's,Marketing,Senior,9,8,7197,61,19,6,0,4,5,4,4,1,5,2
1651,55,Female,Master's,HR,Junior,0,0,2320,28,27,12,7,7,3,3,3,7,0,2
1652,59,Male,High School,Finance,Junior,11,6,3238,34,11,3,2,1,5,4,2,7,11,2
1653,55,Female,Bachelor's,Support,Senior,2,1,5993,59,6,5,5,3,4,2,4,7,2,1
1654,39,Female,Bachelor's,Engineering,Senior,2,0,8360,28,6,0,0,6,4,1,5,4,1,1
1655,51,Male,Bachelor's,Engineering,Junior,11,6,3677,30,7,11,7,5,3,3,1,8,4,2
1656,36,Female,Bachelor's,HR,Junior,3,1,2365,76,16,4,10,6,3,5,1,5,3,2
1657,48,Male,High School,HR,Junior,0,0,2453,75,13,7,4,0,4,2,6,2,0,1
1658,55,Female,Bachelor's,Finance,Manager,2,0,11609,114,27,7,0,6,3,2,5,5,2,2
1659,59,Female,Bachelor's,Operations,Senior,6,1,5606,60,3,1,9,3,5,4,4,10,4,2
1660,54,Female,Bachelor's,Marketing,Manager,0,0,10290,1,24,3,6,3,4,3,1,9,0,2
1661,45,Male,Bachelor's,Sales,Junior,4,4,2277,32,24,16,5,0,4,4,7,10,2,3
1662,36,Female,Master's,Operations,Manager,5,1,10586,71,9,0,0,0,3,3,4,1,5,1
1663,51,Female,Master's,Product,Junior,2,2,3139,61,24,5,6,5,4,3,3,2,2,2
1664,38,Female,Master's,Marketing,Mid,5,3,4147,104,3,16,0,7,3,3,7,10,5,2
1665,26,Male,Bachelor's,Engineering,Lead,10,3,9432,58,6,1,1,3,3,3,2,8,5,1
1666,50,Male,Bachelor's,Product,Mid,3,0,5086,39,25,9,3,1,5,4,10,5,0,3
1667,25,Female,Bachelor's,Operations,Mid,2,2,4453,116,17,13,1,3,4,4,1,9,1,3
1668,31,Male,Bachelor's,HR,Junior,1,0,2636,48,3,6,4,1,4,4,4,6,1,2
1669,38,Female,Bachelor's,Finance,Junior,4,4,2788,104,2,1,3,7,4,5,8,8,4,3
1670,31,Female,High School,Marketing,Senior,10,1,6007,31,12,2,0,6,4,3,6,1,1,1
1671,38,Female,Bachelor's,Finance,Senior,1,1,7992,37,24,0,4,2,3,3,9,9,0,2
1672,41,Female,Master's,Product,Senior,2,0,7248,91,6,8,10,1,1,4,1,9,0,1
1673,45,Female,Bachelor's,Marketing,Senior,2,2,6601,78,10,9,0,5,5,4,1,3,1,2
1674,26,Male,Bachelor's,Support,Senior,4,0,5694,86,11,5,3,4,2,1,5,1,4,1
1675,55,Male,High School,Support,Junior,1,0,2320,87,16,2,1,7,4,4,6,8,0,3
1676,27,Male,Bachelor's,Operations,Junior,8,5,2714,12,27,0,2,6,2,3,8,8,4,2
1677,23,Male,Master's,Engineering,Manager,1,0,10884,84,16,6,1,0,3,4,3,9,1,2
1678,34,Female,Bachelor's,Support,Junior,6,2,2000,53,24,6,1,7,2,4,6,6,5,3
1679,32,Female,Bachelor's,Support,Senior,3,3,5305,75,18,12,0,2,4,4,3,9,0,2
1680,44,Female,High School,Sales,Junior,4,0,3245,12,27,6,15,3,4,1,8,10,3,2
1681,37,Female,Bachelor's,Finance,Senior,0,0,9016,38,22,8,3,1,3,4,4,9,0,2
1682,52,Non-binary,High School,Finance,Senior,6,6,8873,22,23,6,2,2,3,4,2,4,5,1
1683,32,Female,Master's,Support,Junior,1,0,2206,113,24,4,1,6,5,3,9,5,0,2
1684,37,Female,Master's,Sales,Mid,0,0,3766,109,9,2,3,4,3,3,10,6,0,2
1685,29,Female,Master's,Finance,Senior,3,0,5742,106,21,11,1,7,5,5,8,6,3,3
1686,25,Male,Bachelor's,Finance,Mid,6,1,4692,91,27,5,1,1,5,3,6,10,0,3
1687,25,Male,Master's,Marketing,Junior,0,0,2573,13,19,2,2,5,5,3,3,2,0,1
1688,46,Male,Bachelor's,Marketing,Senior,0,0,7416,16,2,0,1,3,5,3,2,4,0,1
1689,24,Female,Bachelor's,Sales,Junior,8,5,2988,23,24,1,0,3,3,4,4,9,6,2
1690,53,Female,Bachelor's,Product,Lead,8,5,10120,116,1,3,3,1,5,5,4,7,2,3
1691,24,Male,High School,Engineering,Mid,1,1,4934,57,26,1,7,7,5,4,1,9,1,2
1692,48,Male,Bachelor's,Operations,Junior,4,3,2259,62,16,1,0,4,5,3,9,6,1,3
1693,50,Female,Master's,Support,Senior,2,2,5767,33,22,3,0,7,1,4,10,7,0,2
1694,53,Male,Bachelor's,Support,Mid,5,5,4011,50,18,0,1,0,5,4,8,9,3,3
1695,40,Male,Bachelor's,Operations,Mid,9,9,4329,111,3,8,15,0,4,4,7,4,4,3
1696,42,Female,Bachelor's,Support,Mid,0,0,3362,85,24,3,7,3,4,3,6,9,0,3
1697,26,Male,Master's,Support,Mid,7,3,3994,9,1,4,3,6,2,4,3,3,7,1
1698,39,Male,PhD,Product,Mid,3,3,5430,117,6,0,10,6,3,3,4,8,2,2
1699,49,Female,Master's,Finance,Junior,4,4,2678,71,19,1,2,4,5,1,2,3,3,1
1700,43,Female,Bachelor's,Engineering,Mid,5,0,4991,20,22,2,16,3,4,4,7,3,4,2
1701,42,Female,Bachelor's,Support,Mid,12,1,4008,36,19,8,1,0,3,5,2,3,10,1
1702,27,Male,Bachelor's,Sales,Senior,0,0,6713,6,11,7,1,3,5,3,10,9,0,3
1703,22,Male,High School,Product,Senior,0,0,9054,89,27,1,4,7,2,5,1,10,0,3
1704,26,Male,High School,Support,Mid,0,0,3937,12,8,4,1,1,3,2,6,3,0,1
1705,33,Female,Bachelor's,Sales,Senior,21,6,6540,79,5,1,3,6,3,4,4,6,4,1
1706,47,Female,Bachelor's,Marketing,Lead,6,0,8304,29,20,22,1,6,3,2,8,4,1,1
1707,55,Male,PhD,Finance,Senior,4,0,7547,30,9,15,3,5,3,3,1,2,0,1
1708,35,Female,Bachelor's,HR,Senior,0,0,5794,4,15,4,1,1,3,4,9,3,0,1
1709,47,Male,Bachelor's,Support,Mid,10,4,3407,31,21,6,0,5,3,4,6,5,2,2
1710,48,Male,Bachelor's,Sales,Lead,8,0,9319,15,28,8,9,4,4,4,2,10,6,3
1711,30,Male,Master's,Product,Junior,5,5,3389,110,14,6,8,0,5,4,8,4,5,3
1712,47,Male,Master's,Finance,Mid,2,2,5301,72,4,6,14,4,4,4,5,5,2,3
1713,43,Female,Master's,Engineering,Senior,0,0,9356,21,24,15,5,4,3,5,5,1,0,2
1714,51,Female,Master's,Product,Junior,4,0,2955,63,24,4,4,0,3,3,5,4,0,2
1715,38,Male,Bachelor's,Marketing,Junior,6,1,3064,118,8,5,3,2,5,3,7,10,2,3
1716,47,Female,Bachelor's,Operations,Senior,0,0,5686,43,20,9,0,2,5,3,7,3,0,2
1717,57,Male,Bachelor's,Support,Senior,5,4,5055,39,29,5,0,3,3,3,10,2,2,3
1718,22,Female,Bachelor's,Engineering,Senior,1,0,6695,108,17,6,1,2,3,4,7,7,1,3
1719,29,Female,Bachelor's,Sales,Lead,7,7,8320,36,2,1,8,1,4,1,10,10,2,1
1720,56,Male,Bachelor's,Support,Junior,3,0,2136,77,20,2,0,6,4,2,2,9,3,2
1721,36,Female,Master's,Sales,Junior,0,0,2894,15,16,0,10,5,4,2,8,1,0,2
1722,43,Male,PhD,Engineering,Senior,3,0,8323,42,10,3,2,6,4,4,1,7,0,2
1723,35,Male,Master's,Sales,Mid,2,1,4036,83,2,3,5,4,4,3,2,1,1,1
1724,47,Male,Master's,Product,Senior,0,0,7505,62,11,29,0,6,5,3,7,5,0,2
1725,49,Female,Master's,Finance,Junior,9,9,2888,107,10,4,1,3,3,4,4,1,0,2
1726,44,Female,Bachelor's,Sales,Mid,0,0,3769,14,19,7,12,4,5,4,10,3,0,3
1727,35,Male,High School,Marketing,Mid,1,1,3945,119,25,2,1,0,3,3,10,8,1,3
1728,45,Female,Master's,Finance,Senior,0,0,6921,43,25,8,1,7,4,4,9,4,0,3
1729,23,Female,Master's,Product,Mid,0,0,5955,89,14,4,0,6,4,2,9,1,0,2
1730,47,Female,High School,Support,Mid,1,1,3821,8,11,5,0,2,4,5,3,1,1,1
1731,35,Female,Master's,HR,Mid,0,0,4442,64,9,1,1,7,4,3,3,8,0,3
1732,28,Female,High School,Support,Junior,4,3,2000,98,7,3,4,0,3,5,9,8,2,3
1733,24,Male,Bachelor's,Sales,Junior,0,0,3078,43,15,5,2,3,2,5,10,4,0,3
1734,44,Male,Master's,Sales,Mid,6,0,5179,19,20,4,3,5,4,4,8,4,2,3
1735,39,Non-binary,Bachelor's,Marketing,Mid,0,0,3500,108,17,12,0,1,4,1,1,10,0,2
1736,59,Male,High School,Product,Mid,0,0,4840,118,3,11,6,2,3,4,6,2,0,3
1737,56,Non-binary,Bachelor's,Marketing,Mid,1,0,4591,69,15,17,6,0,5,2,7,2,1,1
1738,36,Female,Master's,Operations,Senior,11,7,6652,105,14,5,0,5,3,5,8,6,0,3
1739,46,Male,Bachelor's,Product,Lead,5,4,9224,73,8,17,1,7,3,4,2,8,2,2
1740,58,Male,Master's,Engineering,Mid,7,1,5251,111,4,8,0,6,3,5,1,7,6,1
1741,49,Male,Bachelor's,Engineering,Junior,0,0,3055,32,26,1,6,2,4,4,4,7,0,3
1742,31,Female,High School,Engineering,Junior,8,7,3285,79,10,2,5,4,3,4,1,3,7,1
1743,38,Male,PhD,Marketing,Senior,0,0,7348,99,2,1,9,1,4,4,2,2,0,2
1744,43,Male,High School,Engineering,Mid,1,0,4999,5,14,0,1,6,3,3,3,10,0,2
1745,47,Male,PhD,Product,Junior,4,0,3437,82,8,1,2,7,2,3,4,7,2,2
1746,46,Male,Bachelor's,Engineering,Senior,2,1,7489,30,23,0,0,5,4,4,6,4,0,1
1747,38,Male,PhD,HR,Junior,20,14,2288,65,27,6,1,2,4,5,8,1,0,3
1748,34,Male,Bachelor's,Engineering,Senior,0,0,8790,17,10,2,2,6,3,4,9,1,0,1
1749,41,Female,Bachelor's,Sales,Mid,32,14,5005,105,25,1,0,1,1,5,4,4,15,2
1750,46,Male,Bachelor's,Operations,Senior,4,1,6782,27,18,7,5,5,5,5,1,5,1,3
1751,25,Male,High School,Marketing,Junior,4,1,2279,67,15,8,3,4,3,4,5,5,1,2
1752,31,Male,Bachelor's,Finance,Lead,0,0,9057,64,5,18,7,7,5,3,5,1,0,2
1753,24,Male,Bachelor's,Operations,Senior,1,0,6764,110,22,5,1,4,4,4,9,3,1,3
1754,39,Non-binary,Bachelor's,HR,Junior,12,4,2510,105,13,3,9,0,3,3,6,6,0,1
1755,57,Female,Bachelor's,Marketing,Junior,2,0,2343,113,18,1,26,7,4,2,5,10,0,3
1756,43,Male,Bachelor's,Product,Mid,5,5,5447,79,2,1,10,3,5,3,10,7,4,2
1757,55,Female,Master's,Support,Lead,35,1,6615,44,13,1,6,0,3,5,10,1,3,2
1758,29,Male,Bachelor's,Marketing,Lead,1,0,9804,57,14,2,6,1,3,1,5,8,0,2
1759,40,Male,Bachelor's,Sales,Mid,4,0,5291,46,10,24,3,7,3,4,8,4,3,1
1760,58,Non-binary,Bachelor's,Product,Lead,5,4,10493,65,4,0,0,0,5,4,1,9,2,3
1761,27,Female,Master's,Operations,Junior,0,0,2840,51,15,1,4,5,4,4,5,6,0,3
1762,47,Non-binary,Bachelor's,Operations,Junior,0,0,2516,35,8,1,4,2,3,4,1,1,0,1
1763,55,Male,Master's,Engineering,Lead,3,3,11079,0,15,6,16,5,3,4,7,2,1,1
1764,27,Female,PhD,Product,Senior,2,2,8966,38,14,2,3,0,3,3,7,3,1,1
1765,58,Male,Master's,Support,Mid,6,1,3842,86,29,3,1,3,3,2,10,2,3,2
1766,54,Male,Bachelor's,Sales,Senior,0,0,6699,89,27,0,4,5,3,5,8,10,0,3
1767,43,Female,Bachelor's,Engineering,Manager,17,1,10334,74,21,2,15,5,4,3,7,7,9,2
1768,42,Male,Master's,Engineering,Senior,0,0,8057,105,9,0,0,5,2,4,9,1,0,1
1769,27,Female,Bachelor's,Support,Lead,4,3,7711,0,20,3,1,3,3,4,8,9,4,1
1770,27,Female,High School,Marketing,Senior,4,1,7183,74,3,0,3,7,4,2,8,2,3,1
1771,25,Male,Bachelor's,Operations,Junior,0,0,2626,87,26,7,0,5,3,5,3,4,0,2
1772,51,Female,Master's,Engineering,Lead,0,0,9734,73,15,4,0,1,2,4,10,8,0,3
1773,32,Female,Bachelor's,HR,Junior,7,3,2005,13,24,6,1,4,2,2,4,3,4,1
1774,51,Male,Master's,HR,Lead,10,2,7524,77,17,2,8,3,2,5,4,9,8,1
1775,52,Female,Bachelor's,Operations,Mid,1,0,4039,70,25,2,0,1,5,4,1,7,0,3
1776,45,Female,Bachelor's,HR,Senior,2,2,6054,22,16,0,2,3,4,3,6,10,2,3
1777,30,Male,High School,Support,Mid,2,1,3981,42,4,3,5,3,2,4,2,3,1,1
1778,24,Female,Bachelor's,Marketing,Junior,0,0,3146,21,11,3,12,7,3,2,9,3,0,1
1779,52,Non-binary,PhD,Sales,Mid,5,4,4639,59,25,3,16,4,3,4,1,5,1,1
1780,58,Male,Master's,Finance,Manager,8,2,11250,99,8,6,2,2,4,2,1,5,7,1
1781,57,Female,Master's,Engineering,Manager,1,0,12135,26,3,8,12,7,4,4,10,10,0,2
1782,45,Male,Bachelor's,Finance,Mid,23,14,5062,55,19,6,0,7,4,4,6,5,4,2
1783,52,Female,Master's,Sales,Manager,0,0,9668,1,14,0,5,1,3,5,1,9,0,1
1784,27,Female,Bachelor's,Sales,Lead,5,5,8813,38,9,4,4,3,2,4,3,9,2,2
1785,23,Male,Bachelor's,Support,Senior,2,0,5878,50,3,0,1,6,4,3,10,6,0,2
1786,41,Male,High School,Marketing,Junior,2,0,2680,109,4,5,2,3,5,5,2,7,0,3
1787,49,Female,Bachelor's,HR,Lead,3,2,8278,18,25,2,0,0,5,4,9,10,2,3
1788,32,Male,Master's,HR,Senior,1,1,6521,61,28,0,8,5,2,4,5,8,1,2
1789,25,Female,PhD,Support,Lead,6,3,5862,70,4,9,1,2,4,3,6,9,2,2
1790,36,Male,High School,Sales,Lead,6,4,9262,75,11,4,3,4,4,5,2,6,4,3
1791,27,Female,Master's,Marketing,Lead,1,1,7754,66,19,2,0,6,5,5,8,8,0,3
1792,51,Female,Bachelor's,Marketing,Senior,9,2,5843,62,16,0,0,1,3,4,6,2,1,2
1793,59,Female,Bachelor's,Operations,Mid,1,1,3706,110,23,3,19,3,4,5,8,10,1,3
1794,23,Male,Bachelor's,Product,Mid,6,2,5434,4,22,12,5,5,2,3,8,8,1,1
1795,36,Female,Bachelor's,Engineering,Mid,0,0,5296,71,17,4,13,1,4,5,1,2,0,2
1796,32,Female,Bachelor's,Support,Junior,0,0,2000,77,10,17,1,7,3,3,7,8,0,3
1797,29,Male,Bachelor's,Product,Senior,1,1,8185,60,24,0,0,4,4,3,2,2,0,2
1798,47,Male,Master's,Support,Senior,4,0,4815,99,17,4,2,2,5,4,8,3,1,3
1799,26,Male,Master's,HR,Lead,5,4,8027,70,16,8,2,0,3,4,2,7,4,2
1800,27,Female,Bachelor's,Sales,Junior,2,2,2815,6,20,3,0,7,4,3,4,9,2,2
1801,47,Female,Master's,Support,Mid,0,0,4082,49,22,0,5,2,2,1,2,3,0,1
1802,25,Male,Bachelor's,Support,Junior,2,0,2650,45,6,4,1,7,3,3,7,5,1,2
1803,40,Female,Bachelor's,Operations,Junior,5,3,2158,95,7,4,0,0,3,3,5,9,3,2
1804,41,Male,Master's,Finance,Junior,5,4,2984,71,14,6,1,1,3,3,9,7,2,3
1805,54,Male,Bachelor's,HR,Senior,0,0,6077,75,11,7,3,2,5,3,5,2,0,2
1806,41,Non-binary,Bachelor's,Engineering,Junior,0,0,3390,73,12,7,5,7,2,3,8,5,0,1
1807,33,Female,Bachelor's,Marketing,Senior,6,5,6704,13,14,5,2,2,4,5,2,5,6,2
1808,22,Female,High School,Sales,Junior,0,0,2653,72,5,1,2,2,5,4,3,9,0,3
1809,47,Male,Master's,HR,Lead,0,0,7567,101,5,2,0,4,5,3,6,2,0,2
1810,35,Female,Bachelor's,Finance,Lead,0,0,8439,93,20,7,9,1,4,5,7,1,0,3
1811,59,Male,Bachelor's,Support,Manager,2,1,9477,68,22,15,10,6,3,4,10,4,0,2
1812,58,Male,High School,Engineering,Lead,3,2,10764,64,23,0,4,0,5,3,8,4,0,3
1813,32,Male,Master's,Support,Manager,5,2,9416,64,26,3,0,2,3,3,3,1,4,1
1814,57,Female,Bachelor's,Engineering,Lead,1,0,9972,56,15,1,3,1,5,3,7,10,1,3
1815,34,Female,Master's,Operations,Senior,6,2,5839,61,26,1,3,6,4,3,8,7,6,3
1816,24,Male,Bachelor's,Support,Junior,0,0,2007,19,1,3,20,5,4,3,10,2,0,1
1817,54,Female,Bachelor's,HR,Mid,8,7,4316,112,25,4,22,4,2,4,6,9,7,3
1818,27,Female,Bachelor's,Finance,Junior,4,3,2688,74,24,0,7,4,4,4,4,7,1,3
